Gene stable ID	UniProtKB/Swiss-Prot ID
ENSMUSG00000050150	
ENSMUSG00000030830	P24063
ENSMUSG00000062782	
ENSMUSG00000059463	
ENSMUSG00000029767	O35887
ENSMUSG00000059498	
ENSMUSG00000045065	
ENSMUSG00000059463	Q8K4N2
ENSMUSG00000079853	
ENSMUSG00000044249	Q8BGW9
ENSMUSG00000020694	
ENSMUSG00000110641	Q8K4N2
ENSMUSG00000046782	
ENSMUSG00000110641	
ENSMUSG00000033847	Q64GA5
ENSMUSG00000062791	
ENSMUSG00000020656	Q921D9
ENSMUSG00000049815	
ENSMUSG00000028430	Q8R5K4
ENSMUSG00000096488	
ENSMUSG00000025757	P48722
ENSMUSG00000046354	Q7TNV9
ENSMUSG00000072739	
ENSMUSG00000042251	Q8C165
ENSMUSG00000039813	B1AVH7
ENSMUSG00000064194	
ENSMUSG00000020656	
ENSMUSG00000042251	
ENSMUSG00000095195	
ENSMUSG00000059230	P82019
ENSMUSG00000091045	
ENSMUSG00000048402	Q0VGT2
ENSMUSG00000006056	A2A6M5
ENSMUSG00000094934	
ENSMUSG00000048402	
ENSMUSG00000006056	
ENSMUSG00000099530	
ENSMUSG00000078674	P04938
ENSMUSG00000078674	A2BIM8
ENSMUSG00000070866	A2AKY4
ENSMUSG00000094052	
ENSMUSG00000101725	
ENSMUSG00000033024	
ENSMUSG00000024519	Q80WM3
ENSMUSG00000043319	A6H666
ENSMUSG00000030127	Q9CZ04
ENSMUSG00000030200	Q9CPT0
ENSMUSG00000090485	
ENSMUSG00000030200	
ENSMUSG00000025421	Q3UGR5
ENSMUSG00000021311	A6H5Y3
ENSMUSG00000004788	Q99LD9
ENSMUSG00000030127	
ENSMUSG00000004788	
ENSMUSG00000000766	P42866
ENSMUSG00000075249	A2ARZ3
ENSMUSG00000075249	
ENSMUSG00000030257	
ENSMUSG00000021311	
ENSMUSG00000090762	
ENSMUSG00000039989	O55187
ENSMUSG00000027534	
ENSMUSG00000020883	Q9CZV8
ENSMUSG00000020079	Q80YD1
ENSMUSG00000027534	Q8C080
ENSMUSG00000020883	
ENSMUSG00000066772	
ENSMUSG00000019828	P97772
ENSMUSG00000020079	
ENSMUSG00000028165	Q9CQB5
ENSMUSG00000003644	
ENSMUSG00000020454	Q9EST3
ENSMUSG00000000766	
ENSMUSG00000079434	
ENSMUSG00000028165	
ENSMUSG00000031382	Q9CQ31
ENSMUSG00000021360	
ENSMUSG00000052783	
ENSMUSG00000033111	Q8BGD0
ENSMUSG00000003644	P18653
ENSMUSG00000027536	Q9D7F7
ENSMUSG00000079434	Q9JMH3
ENSMUSG00000091779	
ENSMUSG00000021360	P97402
ENSMUSG00000027536	
ENSMUSG00000021280	
ENSMUSG00000097427	
ENSMUSG00000092036	
ENSMUSG00000015222	P20357
ENSMUSG00000036281	
ENSMUSG00000056696	
ENSMUSG00000093979	
ENSMUSG00000020454	
ENSMUSG00000052783	O70291
ENSMUSG00000066760	
ENSMUSG00000001211	Q9D517
ENSMUSG00000007338	Q9CQ40
ENSMUSG00000009108	P50149
ENSMUSG00000007338	
ENSMUSG00000033111	
ENSMUSG00000009108	
ENSMUSG00000090000	Q9CR20
ENSMUSG00000031384	Q91ZT8
ENSMUSG00000035181	Q5PRF0
ENSMUSG00000030223	
ENSMUSG00000020521	Q9DCN7
ENSMUSG00000078611	
ENSMUSG00000090000	
ENSMUSG00000036435	Q8R3S6
ENSMUSG00000095024	
ENSMUSG00000038683	Q9DCE5
ENSMUSG00000029417	P18340
ENSMUSG00000020277	P12382
ENSMUSG00000035181	
ENSMUSG00000028229	
ENSMUSG00000016427	O35683
ENSMUSG00000030223	E9Q612
ENSMUSG00000036435	
ENSMUSG00000074736	A2ANU3
ENSMUSG00000053153	Q8K450
ENSMUSG00000001211	
ENSMUSG00000036537	
ENSMUSG00000114378	
ENSMUSG00000054310	
ENSMUSG00000028229	Q9DCV4
ENSMUSG00000074736	
ENSMUSG00000078772	
ENSMUSG00000020277	
ENSMUSG00000028876	Q8BYG9
ENSMUSG00000036281	Q8BP86
ENSMUSG00000047149	
ENSMUSG00000028876	
ENSMUSG00000043602	Q8BLB0
ENSMUSG00000030309	Q05A80
ENSMUSG00000076569	
ENSMUSG00000030309	
ENSMUSG00000021259	Q9WVK8
ENSMUSG00000055026	P27681
ENSMUSG00000026928	A2AIV8
ENSMUSG00000021259	
ENSMUSG00000055026	
ENSMUSG00000032890	Q80U57
ENSMUSG00000064065	
ENSMUSG00000038756	A4Q9E8
ENSMUSG00000037432	P0DM40
ENSMUSG00000037432	
ENSMUSG00000076934	
ENSMUSG00000020562	Q9D581
ENSMUSG00000030825	
ENSMUSG00000106405	
ENSMUSG00000096601	
ENSMUSG00000105231	
ENSMUSG00000020122	Q01279
ENSMUSG00000106668	
ENSMUSG00000020122	
ENSMUSG00000045404	Q8R1P5
ENSMUSG00000064065	Q5DU31
ENSMUSG00000105547	
ENSMUSG00000074369	
ENSMUSG00000026259	Q8CHT1
ENSMUSG00000104267	
ENSMUSG00000105906	
ENSMUSG00000026259	
ENSMUSG00000026858	Q8BK03
ENSMUSG00000095578	
ENSMUSG00000001143	
ENSMUSG00000041058	Q8BZZ3
ENSMUSG00000026858	
ENSMUSG00000063600	
ENSMUSG00000071788	
ENSMUSG00000059482	
ENSMUSG00000056812	Q64689
ENSMUSG00000059482	Q3UJP5
ENSMUSG00000039713	
ENSMUSG00000067599	Q60654
ENSMUSG00000096820	
ENSMUSG00000031710	P12242
ENSMUSG00000039713	Q66T02
ENSMUSG00000027827	
ENSMUSG00000020516	Q8BSK8
ENSMUSG00000001143	P59481
ENSMUSG00000067599	
ENSMUSG00000035431	P30873
ENSMUSG00000100608	
ENSMUSG00000063600	Q8C088
ENSMUSG00000027852	
ENSMUSG00000028125	O35600
ENSMUSG00000021007	Q80VP2
ENSMUSG00000020657	Q8CFP6
ENSMUSG00000096468	
ENSMUSG00000021007	
ENSMUSG00000020516	
ENSMUSG00000021893	Q9R1S8
ENSMUSG00000025199	
ENSMUSG00000048981	Q61765
ENSMUSG00000020481	
ENSMUSG00000020653	Q8K1S5
ENSMUSG00000029022	A2A7Y5
ENSMUSG00000063626	Q8K1S2
ENSMUSG00000078812	P63242
ENSMUSG00000063626	
ENSMUSG00000028125	
ENSMUSG00000020653	
ENSMUSG00000063252	
ENSMUSG00000032743	
ENSMUSG00000037035	Q04999
ENSMUSG00000021893	
ENSMUSG00000094714	
ENSMUSG00000004768	
ENSMUSG00000046138	
ENSMUSG00000032743	Q8C753
ENSMUSG00000053228	
ENSMUSG00000030096	O35316
ENSMUSG00000026281	P97930
ENSMUSG00000021986	
ENSMUSG00000089727	Q60682
ENSMUSG00000014402	Q61187
ENSMUSG00000030096	
ENSMUSG00000046095	
ENSMUSG00000026281	
ENSMUSG00000073243	
ENSMUSG00000042641	
ENSMUSG00000014402	
ENSMUSG00000071773	
ENSMUSG00000027827	P63143
ENSMUSG00000060024	
ENSMUSG00000094808	
ENSMUSG00000005233	Q3UA16
ENSMUSG00000047193	Q45VK7
ENSMUSG00000020792	O35250
ENSMUSG00000021986	Q8CCJ4
ENSMUSG00000102692	
ENSMUSG00000005233	
ENSMUSG00000095683	
ENSMUSG00000100505	
ENSMUSG00000024807	
ENSMUSG00000048332	Q8BM86
ENSMUSG00000068122	P35374
ENSMUSG00000020610	
ENSMUSG00000078812	
ENSMUSG00000094271	
ENSMUSG00000020792	
ENSMUSG00000053914	Q3U2K5
ENSMUSG00000020610	Q400C8
ENSMUSG00000053914	
ENSMUSG00000024835	
ENSMUSG00000096582	
ENSMUSG00000047193	
ENSMUSG00000063221	
ENSMUSG00000096591	
ENSMUSG00000068232	Q8VBS7
ENSMUSG00000021892	Q9Z131
ENSMUSG00000029219	Q3UEZ8
ENSMUSG00000068231	Q8VIC9
ENSMUSG00000026986	Q91VF2
ENSMUSG00000029219	
ENSMUSG00000020561	Q78WZ7
ENSMUSG00000004040	P42227
ENSMUSG00000024835	Q9WUM3
ENSMUSG00000021306	
ENSMUSG00000095698	
ENSMUSG00000041920	
ENSMUSG00000026819	A2ASZ8
ENSMUSG00000095601	
ENSMUSG00000057135	Q3UU41
ENSMUSG00000080725	
ENSMUSG00000049353	Q8BRE0
ENSMUSG00000001833	
ENSMUSG00000057135	
ENSMUSG00000049353	
ENSMUSG00000028759	
ENSMUSG00000020123	Q62463
ENSMUSG00000050587	Q8C031
ENSMUSG00000045826	
ENSMUSG00000071771	
ENSMUSG00000026819	
ENSMUSG00000028032	Q60967
ENSMUSG00000045826	Q64697
ENSMUSG00000041920	B1AT66
ENSMUSG00000046768	
ENSMUSG00000050587	
ENSMUSG00000039384	
ENSMUSG00000095696	
ENSMUSG00000046768	Q9ER71
ENSMUSG00000030329	Q6P1B3
ENSMUSG00000039164	Q6PFD7
ENSMUSG00000046182	D3Z7H4
ENSMUSG00000030329	
ENSMUSG00000045671	
ENSMUSG00000096497	
ENSMUSG00000039384	Q9ESS0
ENSMUSG00000079637	
ENSMUSG00000036892	Q8VCZ9
ENSMUSG00000028032	
ENSMUSG00000022759	Q14BP6
ENSMUSG00000045671	Q924S7
ENSMUSG00000036892	
ENSMUSG00000030982	
ENSMUSG00000004040	
ENSMUSG00000003464	Q8VCI5
ENSMUSG00000049217	
ENSMUSG00000044854	
ENSMUSG00000096178	
ENSMUSG00000111273	
ENSMUSG00000096854	
ENSMUSG00000079633	
ENSMUSG00000009145	Q924H9
ENSMUSG00000075192	
ENSMUSG00000030982	Q8BWQ6
ENSMUSG00000038246	Q9WTJ8
ENSMUSG00000009145	
ENSMUSG00000044025	
ENSMUSG00000079638	
ENSMUSG00000079071	
ENSMUSG00000037669	
ENSMUSG00000073062	A2CE44
ENSMUSG00000028759	Q3TEA8
ENSMUSG00000072596	P97425
ENSMUSG00000023764	
ENSMUSG00000076570	
ENSMUSG00000030966	
ENSMUSG00000023764	Q3UZY0
ENSMUSG00000099545	
ENSMUSG00000073856	
ENSMUSG00000071772	
ENSMUSG00000100234	
ENSMUSG00000020604	Q3TYD4
ENSMUSG00000036241	Q6ZWZ2
ENSMUSG00000019850	Q60769
ENSMUSG00000101163	
ENSMUSG00000057363	Q91XL3
ENSMUSG00000025086	Q8C0D0
ENSMUSG00000079636	
ENSMUSG00000076571	
ENSMUSG00000037652	Q8CHP6
ENSMUSG00000020805	Q67BT3
ENSMUSG00000057363	
ENSMUSG00000025086	
ENSMUSG00000019850	
ENSMUSG00000020805	
ENSMUSG00000099518	
ENSMUSG00000021870	Q3URD3
ENSMUSG00000071770	
ENSMUSG00000008206	
ENSMUSG00000047371	Q8R0T2
ENSMUSG00000021870	
ENSMUSG00000049604	P70321
ENSMUSG00000099420	
ENSMUSG00000047371	
ENSMUSG00000026586	P63013
ENSMUSG00000015804	Q920D3
ENSMUSG00000095101	
ENSMUSG00000015804	
ENSMUSG00000061809	Q6SJ95
ENSMUSG00000037652	
ENSMUSG00000061809	
ENSMUSG00000094648	
ENSMUSG00000037343	
ENSMUSG00000057551	
ENSMUSG00000096788	
ENSMUSG00000025702	Q9DBD2
ENSMUSG00000026586	
ENSMUSG00000000804	
ENSMUSG00000040296	Q6Q899
ENSMUSG00000096525	
ENSMUSG00000062981	
ENSMUSG00000059626	
ENSMUSG00000025702	
ENSMUSG00000062981	Q9CPV3
ENSMUSG00000055044	O70400
ENSMUSG00000095546	
ENSMUSG00000036561	
ENSMUSG00000029030	Q9DBS2
ENSMUSG00000021737	Q99JI4
ENSMUSG00000055044	
ENSMUSG00000068134	
ENSMUSG00000029030	
ENSMUSG00000079639	
ENSMUSG00000021737	
ENSMUSG00000037341	
ENSMUSG00000040296	
ENSMUSG00000076572	
ENSMUSG00000067909	
ENSMUSG00000026874	P06684
ENSMUSG00000026874	
ENSMUSG00000024830	Q9Z1M4
ENSMUSG00000028995	Q6P9N1
ENSMUSG00000070583	P70213
ENSMUSG00000023289	
ENSMUSG00000044206	
ENSMUSG00000079635	
ENSMUSG00000070908	
ENSMUSG00000030980	
ENSMUSG00000062272	
ENSMUSG00000100713	
ENSMUSG00000028995	
ENSMUSG00000068134	Q8BZW4
ENSMUSG00000046518	Q923Z4
ENSMUSG00000073975	
ENSMUSG00000008206	Q9D6J1
ENSMUSG00000059205	
ENSMUSG00000073974	
ENSMUSG00000051827	
ENSMUSG00000073791	
ENSMUSG00000095358	
ENSMUSG00000020581	O88312
ENSMUSG00000067642	Q58Y75
ENSMUSG00000004451	Q9JIW9
ENSMUSG00000094945	
ENSMUSG00000074657	P33175
ENSMUSG00000004451	
ENSMUSG00000037341	Q8BLV3
ENSMUSG00000067642	
ENSMUSG00000099398	
ENSMUSG00000005882	
ENSMUSG00000108889	
ENSMUSG00000074657	
ENSMUSG00000095923	
ENSMUSG00000096073	
ENSMUSG00000029029	Q9JM98
ENSMUSG00000079009	
ENSMUSG00000030980	Q9Z2Q2
ENSMUSG00000054381	
ENSMUSG00000024830	
ENSMUSG00000023159	
ENSMUSG00000039653	Q91X34
ENSMUSG00000029029	
ENSMUSG00000025016	
ENSMUSG00000030911	
ENSMUSG00000026985	Q9D6Z6
ENSMUSG00000025016	Q9ET30
ENSMUSG00000061829	
ENSMUSG00000030911	P20239
ENSMUSG00000021236	Q9WUZ9
ENSMUSG00000094682	
ENSMUSG00000030823	
ENSMUSG00000039174	
ENSMUSG00000060336	
ENSMUSG00000062074	D3Z5L9
ENSMUSG00000008734	Q923Z0
ENSMUSG00000051022	O35310
ENSMUSG00000008734	
ENSMUSG00000021236	
ENSMUSG00000017639	Q8BQP8
ENSMUSG00000004096	Q9JHS9
ENSMUSG00000017639	
ENSMUSG00000025791	Q9D0F9
ENSMUSG00000025791	
ENSMUSG00000075190	
ENSMUSG00000051022	
ENSMUSG00000004096	
ENSMUSG00000028639	P62960
ENSMUSG00000050756	Q91VD6
ENSMUSG00000028639	
ENSMUSG00000062908	P45952
ENSMUSG00000036995	Q5U464
ENSMUSG00000071169	
ENSMUSG00000019845	Q9D6T1
ENSMUSG00000055809	Q3UYV8
ENSMUSG00000062908	
ENSMUSG00000095130	
ENSMUSG00000079008	
ENSMUSG00000020457	
ENSMUSG00000058806	
ENSMUSG00000028549	Q9CQ82
ENSMUSG00000019845	
ENSMUSG00000039809	Q80T41
ENSMUSG00000039809	
ENSMUSG00000047102	Q7TQA5
ENSMUSG00000035413	Q91X86
ENSMUSG00000094806	
ENSMUSG00000028857	Q8BVA2
ENSMUSG00000035799	P26687
ENSMUSG00000068819	
ENSMUSG00000044018	Q8VDT9
ENSMUSG00000028031	Q9QYZ8
ENSMUSG00000028857	
ENSMUSG00000094133	
ENSMUSG00000068818	
ENSMUSG00000074781	P61089
ENSMUSG00000008892	Q60931
ENSMUSG00000035458	P48787
ENSMUSG00000068327	
ENSMUSG00000029882	
ENSMUSG00000074781	
ENSMUSG00000026283	Q9D8Y8
ENSMUSG00000094806	P24456
ENSMUSG00000035458	
ENSMUSG00000026283	
ENSMUSG00000068327	Q61663
ENSMUSG00000008892	
ENSMUSG00000018479	Q9D979
ENSMUSG00000033676	
ENSMUSG00000076462	
ENSMUSG00000020457	P32233
ENSMUSG00000039159	P62257
ENSMUSG00000045102	
ENSMUSG00000022321	P70408
ENSMUSG00000076463	
ENSMUSG00000020875	P20615
ENSMUSG00000044465	Q3U2I3
ENSMUSG00000039159	
ENSMUSG00000034023	Q80V62
ENSMUSG00000033676	P63080
ENSMUSG00000027933	Q7TPD0
ENSMUSG00000094652	
ENSMUSG00000035845	Q8VDB2
ENSMUSG00000020875	
ENSMUSG00000022321	
ENSMUSG00000087403	
ENSMUSG00000094876	
ENSMUSG00000035845	
ENSMUSG00000034023	
ENSMUSG00000044465	
ENSMUSG00000095716	
ENSMUSG00000044103	
ENSMUSG00000079555	Q8QZX2
ENSMUSG00000027933	
ENSMUSG00000079555	
ENSMUSG00000033963	
ENSMUSG00000095315	
ENSMUSG00000034412	
ENSMUSG00000062563	
ENSMUSG00000049411	
ENSMUSG00000031511	
ENSMUSG00000028629	
ENSMUSG00000034412	P58802
ENSMUSG00000067873	Q8BGC0
ENSMUSG00000028629	Q9CXP9
ENSMUSG00000063364	
ENSMUSG00000103468	
ENSMUSG00000033569	
ENSMUSG00000055078	Q8BHJ7
ENSMUSG00000093903	
ENSMUSG00000028233	Q923W1
ENSMUSG00000026637	
ENSMUSG00000012114	
ENSMUSG00000098923	Q8R3R5
ENSMUSG00000001604	P23881
ENSMUSG00000097878	
ENSMUSG00000001604	
ENSMUSG00000025900	
ENSMUSG00000049969	Q91WB4
ENSMUSG00000025584	O88502
ENSMUSG00000049969	
ENSMUSG00000095859	
ENSMUSG00000001248	
ENSMUSG00000028996	
ENSMUSG00000058806	Q9R1N9
ENSMUSG00000091721	E9PW74
ENSMUSG00000051917	Q7TQB8
ENSMUSG00000020152	P61161
ENSMUSG00000091721	
ENSMUSG00000025900	P56716
ENSMUSG00000109022	
ENSMUSG00000075189	
ENSMUSG00000028996	Q9EPC5
ENSMUSG00000020424	Q9CWQ8
ENSMUSG00000100549	Q61716
ENSMUSG00000053768	
ENSMUSG00000097550	
ENSMUSG00000034818	
ENSMUSG00000076573	
ENSMUSG00000020577	Q9D8C2
ENSMUSG00000024672	
ENSMUSG00000020577	
ENSMUSG00000021413	Q61136
ENSMUSG00000005882	Q9CWU6
ENSMUSG00000095293	
ENSMUSG00000033569	Q80ZF8
ENSMUSG00000049411	Q3UME2
ENSMUSG00000037386	Q9EQZ7
ENSMUSG00000005886	
ENSMUSG00000004961	Q9R0N5
ENSMUSG00000004961	
ENSMUSG00000037386	
ENSMUSG00000005716	P32848
ENSMUSG00000033055	Q91WK7
ENSMUSG00000062132	
ENSMUSG00000005886	Q61026
ENSMUSG00000078578	P61079
ENSMUSG00000026984	Q9JLA2
ENSMUSG00000101252	
ENSMUSG00000039985	Q8C8M1
ENSMUSG00000016763	
ENSMUSG00000033055	
ENSMUSG00000039985	
ENSMUSG00000058056	Q9ET54
ENSMUSG00000104769	
ENSMUSG00000099917	
ENSMUSG00000050605	
ENSMUSG00000058755	P53347
ENSMUSG00000075155	
ENSMUSG00000021413	
ENSMUSG00000075188	
ENSMUSG00000078578	
ENSMUSG00000095900	
ENSMUSG00000016763	Q6NZL8
ENSMUSG00000107486	
ENSMUSG00000067519	
ENSMUSG00000096682	
ENSMUSG00000076465	
ENSMUSG00000012114	Q924H2
ENSMUSG00000076575	
ENSMUSG00000070904	P07351
ENSMUSG00000010529	
ENSMUSG00000016386	Q9CZJ0
ENSMUSG00000058740	
ENSMUSG00000061778	Q9CWP6
ENSMUSG00000026643	O70311
ENSMUSG00000039634	
ENSMUSG00000016386	
ENSMUSG00000053184	Q9D9X8
ENSMUSG00000071722	Q8K1L2
ENSMUSG00000026643	
ENSMUSG00000061778	
ENSMUSG00000076576	
ENSMUSG00000095498	P01572
ENSMUSG00000020038	P97784
ENSMUSG00000005950	
ENSMUSG00000018401	Q91XS1
ENSMUSG00000020038	
ENSMUSG00000053768	Q9CRB9
ENSMUSG00000018401	
ENSMUSG00000091119	
ENSMUSG00000045364	Q80ZF2
ENSMUSG00000014504	
ENSMUSG00000045968	
ENSMUSG00000039785	Q9EPV9
ENSMUSG00000029864	Q9DCM2
ENSMUSG00000029864	
ENSMUSG00000094624	
ENSMUSG00000039775	Q9WTL0
ENSMUSG00000021281	Q61333
ENSMUSG00000021281	
ENSMUSG00000064373	
ENSMUSG00000031389	
ENSMUSG00000026028	
ENSMUSG00000042622	O54791
ENSMUSG00000060049	
ENSMUSG00000064373	P70274
ENSMUSG00000042622	
ENSMUSG00000073639	P35293
ENSMUSG00000045930	Q8VCP9
ENSMUSG00000073639	
ENSMUSG00000027828	Q9DCF9
ENSMUSG00000058740	Q6ZPR4
ENSMUSG00000029195	Q99N32
ENSMUSG00000016624	
ENSMUSG00000029195	
ENSMUSG00000018481	Q9DAX9
ENSMUSG00000016624	Q8C966
ENSMUSG00000087198	
ENSMUSG00000078817	E9Q5R7
ENSMUSG00000076577	
ENSMUSG00000101381	
ENSMUSG00000074207	P00329
ENSMUSG00000005873	
ENSMUSG00000075187	
ENSMUSG00000074207	
ENSMUSG00000028873	Q8BHX3
ENSMUSG00000038540	
ENSMUSG00000028992	
ENSMUSG00000106039	
ENSMUSG00000026473	P15105
ENSMUSG00000031471	
ENSMUSG00000037395	Q6PGA0
ENSMUSG00000068117	Q9D4I2
ENSMUSG00000026473	
ENSMUSG00000028992	Q9EPA7
ENSMUSG00000022234	P80316
ENSMUSG00000047053	
ENSMUSG00000028873	
ENSMUSG00000058056	
ENSMUSG00000039007	Q9WVJ3
ENSMUSG00000043282	
ENSMUSG00000037395	
ENSMUSG00000068117	
ENSMUSG00000022234	
ENSMUSG00000044308	Q5U430
ENSMUSG00000024947	O88559
ENSMUSG00000053856	
ENSMUSG00000039007	
ENSMUSG00000044308	
ENSMUSG00000028958	Q9JMG3
ENSMUSG00000028433	
ENSMUSG00000101389	
ENSMUSG00000028958	
ENSMUSG00000021403	
ENSMUSG00000001248	Q8VEF1
ENSMUSG00000034640	Q8C1B2
ENSMUSG00000115791	
ENSMUSG00000034640	
ENSMUSG00000044730	Q499E6
ENSMUSG00000115697	
ENSMUSG00000028433	Q91VX2
ENSMUSG00000111747	
ENSMUSG00000076578	
ENSMUSG00000096663	
ENSMUSG00000027951	Q99MU3
ENSMUSG00000024947	
ENSMUSG00000026567	
ENSMUSG00000045693	Q66X19
ENSMUSG00000105066	
ENSMUSG00000056544	
ENSMUSG00000095574	
ENSMUSG00000048013	Q497I4
ENSMUSG00000027199	Q9D964
ENSMUSG00000061731	P97464
ENSMUSG00000026567	Q8C0T9
ENSMUSG00000026649	
ENSMUSG00000061731	
ENSMUSG00000048982	Q812B2
ENSMUSG00000058748	
ENSMUSG00000026649	Q6P8X9
ENSMUSG00000028307	Q91Y97
ENSMUSG00000094356	
ENSMUSG00000028121	Q9QZK2
ENSMUSG00000024900	
ENSMUSG00000104975	
ENSMUSG00000042029	Q6DFV1
ENSMUSG00000076580	
ENSMUSG00000028121	
ENSMUSG00000042029	
ENSMUSG00000015750	Q8BVF7
ENSMUSG00000076937	
ENSMUSG00000015750	
ENSMUSG00000094144	
ENSMUSG00000076937	P01844
ENSMUSG00000066191	
ENSMUSG00000027282	Q791V5
ENSMUSG00000024793	
ENSMUSG00000066191	Q6GQX6
ENSMUSG00000027282	
ENSMUSG00000039298	Q8K389
ENSMUSG00000070942	Q9ERS7
ENSMUSG00000056648	P09632
ENSMUSG00000019992	Q8VED8
ENSMUSG00000076467	
ENSMUSG00000066242	
ENSMUSG00000056648	
ENSMUSG00000070942	
ENSMUSG00000063681	Q8VHS2
ENSMUSG00000019992	
ENSMUSG00000027950	
ENSMUSG00000026983	Q9QYY1
ENSMUSG00000039756	Q8R2M2
ENSMUSG00000063681	
ENSMUSG00000074282	
ENSMUSG00000026983	
ENSMUSG00000039298	
ENSMUSG00000024900	P97742
ENSMUSG00000024675	
ENSMUSG00000027950	Q9ERK7
ENSMUSG00000061013	
ENSMUSG00000029151	P97441
ENSMUSG00000019947	Q8BM75
ENSMUSG00000020916	B1AQ75
ENSMUSG00000020029	Q8R2U6
ENSMUSG00000038526	Q9WVT6
ENSMUSG00000019947	
ENSMUSG00000074909	Q8BIV3
ENSMUSG00000029151	
ENSMUSG00000036112	O08663
ENSMUSG00000073973	
ENSMUSG00000062937	Q9CQ65
ENSMUSG00000038526	
ENSMUSG00000049950	
ENSMUSG00000095022	
ENSMUSG00000042215	Q91YN9
ENSMUSG00000073972	
ENSMUSG00000042215	
ENSMUSG00000036112	
ENSMUSG00000078598	
ENSMUSG00000094525	
ENSMUSG00000115020	
ENSMUSG00000052417	
ENSMUSG00000038721	P09024
ENSMUSG00000028990	
ENSMUSG00000070733	
ENSMUSG00000073971	
ENSMUSG00000020409	
ENSMUSG00000020594	
ENSMUSG00000034613	Q3UYC0
ENSMUSG00000031125	
ENSMUSG00000028990	Q8K3C3
ENSMUSG00000000538	Q5SRX1
ENSMUSG00000000538	
ENSMUSG00000027365	Q923J1
ENSMUSG00000005649	Q9JLK3
ENSMUSG00000005649	
ENSMUSG00000025899	Q80Y20
ENSMUSG00000035615	A2AKB4
ENSMUSG00000027365	
ENSMUSG00000035615	
ENSMUSG00000025899	
ENSMUSG00000021804	
ENSMUSG00000027104	
ENSMUSG00000041328	
ENSMUSG00000099740	
ENSMUSG00000021804	Q9Z2B3
ENSMUSG00000075703	Q80TA1
ENSMUSG00000030897	Q3UW12
ENSMUSG00000096903	
ENSMUSG00000034613	
ENSMUSG00000028124	O09172
ENSMUSG00000096761	
ENSMUSG00000030264	P97770
ENSMUSG00000028124	
ENSMUSG00000075703	
ENSMUSG00000030264	
ENSMUSG00000020986	Q01405
ENSMUSG00000020986	
ENSMUSG00000068234	Q9EQ47
ENSMUSG00000045962	P83741
ENSMUSG00000068234	
ENSMUSG00000037790	Q91V70
ENSMUSG00000031535	Q8VEJ3
ENSMUSG00000075186	
ENSMUSG00000026177	
ENSMUSG00000031390	O88721
ENSMUSG00000020594	Q80U58
ENSMUSG00000031390	
ENSMUSG00000078580	
ENSMUSG00000045962	
ENSMUSG00000020159	Q8QZW7
ENSMUSG00000020159	
ENSMUSG00000057977	
ENSMUSG00000061787	P63276
ENSMUSG00000048173	
ENSMUSG00000031167	
ENSMUSG00000042032	Q99LB6
ENSMUSG00000057977	A7XV14
ENSMUSG00000035151	Q8BGF6
ENSMUSG00000030340	
ENSMUSG00000036882	Q80YF9
ENSMUSG00000036882	
ENSMUSG00000031167	O89086
ENSMUSG00000042032	
ENSMUSG00000074378	Q3UW26
ENSMUSG00000024846	
ENSMUSG00000074378	
ENSMUSG00000026177	P41251
ENSMUSG00000045757	
ENSMUSG00000035151	
ENSMUSG00000041096	Q7TQI8
ENSMUSG00000076581	
ENSMUSG00000060862	
ENSMUSG00000019878	
ENSMUSG00000056673	
ENSMUSG00000041096	
ENSMUSG00000020409	Q8BHJ9
ENSMUSG00000075153	
ENSMUSG00000094930	
ENSMUSG00000060882	Q9Z0V2
ENSMUSG00000095640	
ENSMUSG00000076583	
ENSMUSG00000013076	Q9D4H4
ENSMUSG00000091651	
ENSMUSG00000105432	
ENSMUSG00000019878	P38533
ENSMUSG00000028030	
ENSMUSG00000044303	P51480
ENSMUSG00000013076	
ENSMUSG00000029922	
ENSMUSG00000037984	P48986
ENSMUSG00000027778	Q8K057
ENSMUSG00000031089	Q9JMA9
ENSMUSG00000044303	Q64364
ENSMUSG00000004207	
ENSMUSG00000013275	Q8BJA2
ENSMUSG00000027971	Q9EQW8
ENSMUSG00000056673	Q62240
ENSMUSG00000031131	Q99NC0
ENSMUSG00000095630	
ENSMUSG00000044966	Q8CAT8
ENSMUSG00000039092	Q8BG54
ENSMUSG00000027971	
ENSMUSG00000019779	Q922K9
ENSMUSG00000031131	
ENSMUSG00000024404	Q9DBU3
ENSMUSG00000014503	Q9JLG4
ENSMUSG00000073802	P55271
ENSMUSG00000029922	Q9QXP6
ENSMUSG00000067513	
ENSMUSG00000023272	Q9CYA0
ENSMUSG00000076469	
ENSMUSG00000023216	P49222
ENSMUSG00000027778	
ENSMUSG00000024404	
ENSMUSG00000023216	
ENSMUSG00000038068	Q8BKD6
ENSMUSG00000076470	
ENSMUSG00000076471	
ENSMUSG00000026723	O55055
ENSMUSG00000071506	
ENSMUSG00000076472	
ENSMUSG00000028986	Q8BUL5
ENSMUSG00000095837	
ENSMUSG00000025200	Q8CI33
ENSMUSG00000036822	Q80Z37
ENSMUSG00000076473	
ENSMUSG00000028986	
ENSMUSG00000026723	
ENSMUSG00000109060	
ENSMUSG00000039611	Q91YV9
ENSMUSG00000015766	Q08509
ENSMUSG00000039611	
ENSMUSG00000025200	
ENSMUSG00000061376	
ENSMUSG00000045251	
