		E-GEOD-11941	E-GEOD-12113	E-GEOD-29598	E-GEOD-32920	E-GEOD-48433	E-GEOD-48433	E-GEOD-48433	E-GEOD-48433	E-GEOD-57116	E-GEOD-57116	E-GEOD-60052	E-GEOD-63252	E-GEOD-63452	E-MTAB-3645	E-MTAB-6491	E-MTAB-6681	E-MTAB-6724	E-MTAB-6865	E-TABM-868
ENSG00000007129	CEACAM21	-0.2		0.6		0.99	0.2	0.2	0.4				-1.2		-0.1	-0.2		0.2	-1.8	-0.6
ENSG00000007168	PAFAH1B1	0.5	-0.6	-0.4		0.99	1.3	1.2	0.9	0.5	-0.4	-0.3	0.99	-0.8	0.4	0.99	0.1	0.1	-0.3	0.2
ENSG00000007174	DNAH9			0.7		0.99	0.3	0.4	0.99	0.99	-1.8	-1.4	-0.3	0.4	0.99	0.99	0.1		-2.0	0.99
ENSG00000007202	KIAA0100	-0.3		-1.6		1.2	0.4	0.3	1.2	0.8	0.2	0.1	0.99	0.2	0.4	0.6	0.3	-0.2	0.4	-0.5
ENSG00000007237	AC005747.1	-0.5		1.1	0.6	0.99	-0.5	-0.5	0.99	-0.4	-1.7	-1.4	-0.9	-0.2	0.3	0.99	0.4	0.3	-2.7	-0.7
ENSG00000007255	TRAPPC6A	-1.5		0.1		-0.3	-1.8	-1.9	-0.5	0.8	1.2	0.5	-0.5	-0.3	0.99	-1.1	0.2	0.4	0.99	-0.7
ENSG00000007264	MATK	-0.7		1.0		0.2	0.3	0.2	0.3	0.4	0.8	-0.3	0.99		0.99	1.3		0.3	-2.8	0.2
ENSG00000007312	CD79B	-0.4		0.5		0.99	0.99	0.1	0.2	0.7	-0.4	1.4	-0.6	0.99	0.99	0.99		-0.3	1.8	0.99
ENSG00000007314	SCN4A	-0.3		0.8		0.99	0.1	0.99	-0.3	-1.0	-2.1	1.7	0.99	-0.5	0.99	0.99			2.0	0.99
ENSG00000007341	ST7L	1.6		0.3		-0.8	-0.4	-0.5	-0.6	-0.8	1.9	1.1	-0.9	-0.3	0.99	0.5	0.99	-0.2	-0.8	0.99
ENSG00000007350	TKTL1	-0.2		0.2		0.1	0.1	0.2	-0.2	0.2	-0.9	0.2	-0.6		0.99			0.1	-2.9	
ENSG00000007372	PAX6		-0.5	0.7		0.8	1.2	0.8	0.4	-2.5	-2.9	1.1	0.99	0.99	0.99	0.99	-0.2		0.5	0.99
ENSG00000007376	RPUSD1		-0.5			-0.5	0.1	0.99	0.9	-0.2	0.7	0.7	-1.0	2.3	-0.6	0.99	-0.5	-0.1	-0.2	-0.5
ENSG00000007384	RHBDF1	0.7	-0.7	0.6		-1.5	0.3	0.6	-2.6	-0.6	-0.5	-0.9	0.99	-0.4	0.99	1.8	-1.7	-0.3	1.9	-0.4
ENSG00000007392	LUC7L	1.2		0.3		-2.0	-0.2	-0.2	-0.8	-1.9	0.2	0.3	-0.5	0.1	0.2	-0.8	-0.6	-0.2	-1.5	0.99
ENSG00000007402	CACNA2D2	-0.1		1.1		0.2	0.9	0.2	0.99	-0.4	-0.6	-2.5	-0.7	0.5		0.99	0.99		-0.2	0.1
ENSG00000007516	BAIAP3	-0.1		0.8		-1.8	0.99	0.99	0.5	-0.4	0.8	0.6	-0.9	0.9	0.99		-0.9	-0.3	-3.3	
ENSG00000007520	TSR3		-0.5	1.2		-0.8	0.4	0.99	1.0	0.9	1.9	-0.3	-1.4	-0.1	-0.5	0.4	0.1	0.2	0.3	-0.3
ENSG00000007541	PIGQ	-0.2	-0.7	0.8		-0.7	0.5	0.2	0.3	-0.2	0.99	0.5	-0.9	-0.1	-0.6	0.8	-0.9	-0.3	-1.2	-0.5
ENSG00000007545	CRAMP1	1.5	0.1			-1.6	0.6	0.5	0.99	-0.3	0.2		1.7	-0.4		-0.5	-0.6	0.4	-0.2	0.99
ENSG00000007866	TEAD3	1.6	-0.7	1.0		-0.7	0.8	0.7	-0.2	-1.2	0.6	-0.8	-1.0	-0.3		1.2	0.99	0.99	4.5	-0.4
ENSG00000007933	FMO3	-2.2	-0.4	0.7	0.99	0.99	-1.6	-1.7	-0.2			-0.9	0.99		0.1	0.3				0.3
ENSG00000007944	MYLIP	0.4	0.7	-0.6	-0.3	-1.4	-3.4	-3.6	-1.8	-3.3	-1.3	-0.8	-0.5	0.5		0.1	-0.3	-0.2	-4.0	0.99
ENSG00000007968	E2F2	-0.2		-0.1	0.99	0.9	0.99	-0.2	2.1	-1.4	-1.2	2.6	-2.7	2.6	-0.6		0.1	0.4	4.6	-0.8
ENSG00000008018	PSMB1	0.3	-0.3	0.2		0.99	0.99	0.99	0.4	1.4	1.6	0.2	0.99	1.1		-0.6	0.1	0.4	1.3	
ENSG00000008056	SYN1	-0.4	-0.6	0.9		0.2	0.3	0.99	0.9	-0.9	0.4	2.3	-0.8	-0.3		0.3	-0.7	-0.2	2.0	0.99
ENSG00000008083	JARID2	0.2	0.2	0.5		-1.7	0.99	-0.3	-0.2	-0.4	-1.4	-0.2	1.5	-0.8		-1.0	0.99	0.1	0.7	0.3
ENSG00000008086	CDKL5	-0.5	0.7	0.5		0.7	0.4	0.4	-0.4	0.8	-0.5	-0.4	-0.7	-1.2	0.99	0.6	0.4	-0.4	-2.7	0.1
ENSG00000008118	CAMK1G	-0.1		0.1		0.99	-0.4	0.99	-0.5	-0.6	-1.9	0.5	-0.7	-1.8	0.99				0.99	0.1
ENSG00000008128	CDK11A									0.3	1.6	0.3		-0.3			-1.0	-0.4	-1.2	
ENSG00000008130	NADK	0.3	-0.7	0.6		-0.4	0.99	-0.2	-0.4	1.0	0.5	-0.2	-1.1	0.3	0.99	0.99	-0.1		0.99	-0.7
ENSG00000008196	TFAP2B	-0.5		0.6		0.99	0.99	0.99	0.2			3.1	-0.8				0.1			
ENSG00000008226	DLEC1	-0.3		0.4	0.5	0.99	-0.2	-0.4	0.2	-3.8	-3.3	-1.9	-0.7	-0.3				-0.7	-3.6	
ENSG00000008256	CYTH3	1.1	-0.5	0.2		-1.0	0.3	0.3	0.99	-0.1	-0.8	-0.9	-0.7	-0.2		0.99	-0.1	0.1	-2.2	-0.5
ENSG00000008277	ADAM22			0.6		0.1	0.99	-0.2	0.1	-0.7	-1.1	1.9	-0.5	-0.2		0.99	0.3	-0.3	-1.6	0.4
ENSG00000008282	SYPL1	0.2	0.4	-1.8	0.99	0.5	-0.6	-0.6	0.99	0.4	0.99	-0.8	0.99	0.1		1.4	0.2	-0.5	1.0	-0.7
ENSG00000008283	CYB561	0.5	-0.5	0.6		-0.2	-0.4	-0.5	0.8	1.5	0.1	-0.1	0.99	0.9	-0.8		0.3	-0.2	-3.1	0.99
ENSG00000008294	SPAG9	0.4		-1.9		-0.9	0.5	0.5	0.8	0.7	-0.2	-0.4	3.4	-0.5	1.8	0.5	-0.1	0.1	0.8	1.4
ENSG00000008300	CELSR3	1.1	-0.2	1.0		-0.2	0.3	0.99	-1.1	0.99	1.0	2.7	1.7	-0.6			-0.9	-0.3	1.8	0.1
ENSG00000008311	AASS	0.2		0.2		0.2	0.1	-0.1	0.4			-1.6	0.7	-0.1		0.3	0.99		-1.8	0.2
ENSG00000008323	PLEKHG6	-0.3	-0.6	0.6		0.6	0.99	-0.1	-0.4	-0.4	-1.4	-1.2	-1.4	1.1		0.99		-1.0	-1.1	0.99
ENSG00000008324	SS18L2	-0.5		-0.6		0.9	0.99	0.99	0.8	-1.4	-0.3	-0.2	0.9	0.99		-1.0	0.2	0.3	1.1	-0.4
ENSG00000008382	MPND	-2.6	-0.6			0.5	0.99	-0.8	0.9	-0.1	-0.1	0.6	-3.2	0.5	-0.3	0.6	-0.3	-0.2	0.99	-0.8
ENSG00000008394	MGST1		0.5			0.3	-0.9	-1.0	0.99	0.3	0.99	0.2	-0.5	-0.1		0.9	-0.2	-0.5	0.99	0.4
ENSG00000008405	CRY1	0.8	-0.5	-0.4		-0.2	1.3	1.4	-0.5	0.1	-0.1	-0.2	1.5	-0.1		-1.1	-0.3	0.99	0.3	0.3
ENSG00000008438	PGLYRP1			0.5		0.99	-0.3	-0.4	0.99	-1.6	-3.0	1.6	-0.5	-0.3	0.99	0.3	0.99	0.99	0.7	0.2
ENSG00000008441	NFIX		-0.9	0.5		0.7	-0.3	-0.3	0.9	0.9	-0.2	-0.6	-2.0	1.8	0.99		-0.2	0.1	-2.1	0.99
ENSG00000008513	ST3GAL1	0.8	-1.1	0.5		-1.0	0.2	0.1	0.3	-1.5	-2.0	-0.9	0.8	-0.6	0.99	0.9	-0.5	0.1	-0.7	0.7
ENSG00000008516	MMP25	-0.7		1.0	0.6	-0.2	0.2	0.4	-0.1	-1.2	0.99	-1.9	-0.6	-0.1	0.99	-0.2		-0.3	2.5	-0.3
ENSG00000008517	IL32	-1.6	-0.9	0.5		-1.2	2.3	2.2	2.4	0.5	1.9	-2.3	-0.7	0.99	0.4	-1.7		-0.4	2.2	-0.7
ENSG00000008710	PKD1	-0.3	-0.6	0.7		0.99	0.3	0.5	0.2	0.5	-0.3	0.8	-0.3	-1.5	0.99		-1.3	-0.4	-0.5	-0.2
ENSG00000008735	MAPK8IP2			0.3	0.99	-0.1	-0.3	-0.3	-0.1	-0.2	-2.1	2.6	-1.1	0.8	0.99		-0.6		0.1	0.2
ENSG00000008838	MED24	0.7	-0.6	0.1		0.6	0.5	0.99	1.0	0.7	0.7	-0.4	-1.0	0.99	-0.5	0.1	-0.2	0.1	0.8	-0.3
ENSG00000008853	RHOBTB2			0.3		0.99	0.99	0.99	0.6	0.2	-0.8	-1.8	-1.1	0.3	-0.6	1.3	-0.7	-0.1	-1.0	-1.2
ENSG00000008869	HEATR5B	1.0	0.2			0.99	0.2	0.99	0.99	0.4	-0.8	-0.8	2.8	-0.1	0.4	0.5	0.99	-0.2	-1.9	0.99
ENSG00000008952	SEC62	0.2	0.3	0.3		0.3	-0.6	-0.5	0.4	0.2	-0.3	-0.3	3.3	-0.6		0.4	0.3	-0.5	-1.6	0.3
ENSG00000008988	RPS20	-0.4		-1.1		0.99	0.99	0.99	0.99	1.1	1.8	0.2	0.99	-1.3		-1.7	-0.1	0.2	-0.7	
ENSG00000009307	CSDE1	-0.1	0.3	-0.6		0.8	0.7	0.5	1.3	0.9	0.3	-0.1	1.3	-0.2	0.99		0.3	0.4	-0.4	0.99
ENSG00000009413	REV3L	1.9	0.5	-0.7	-0.3	-0.9	0.7	0.6	-0.1	-0.3	-1.3	0.6	3.5	-0.6		-0.8	-0.3		-2.9	0.4
ENSG00000009694	TENM1	-2.2		0.4		0.99	0.2	0.2	0.99	1.6	0.1	-0.1	-0.6		0.99		-0.6		-6.4	
ENSG00000009724	MASP2	-1.3		0.7		0.99	0.99	0.99	-0.6	1.0	0.8	0.6	-0.8	0.2	0.99	0.99	-0.3	-0.6	-4.2	0.99
ENSG00000009765	IYD	-1.1	0.5			0.99	0.99	0.99	0.99	-1.8	3.1	1.4	0.99							
ENSG00000009780	FAM76A	0.9		-0.2	0.99	-0.1	0.3	0.2	0.3	-0.5	-0.8	-0.4	-1.4	1.1	-0.5	0.3	0.3	0.3	-1.0	0.99
ENSG00000009790	TRAF3IP3			0.7		0.99	1.0	0.1	-0.1	-4.5	-0.7	-0.4	-0.9	0.2	0.99	-1.9	0.99	-0.3	-2.1	-0.8
ENSG00000009830	POMT2	0.3		0.8		-0.2	-0.5	-0.6	-0.6	-1.0	-1.1	0.9	0.99	0.99		0.3	-0.3	-0.4	-0.4	0.1
ENSG00000009844	VTA1	0.7	0.2			-0.2	-0.4	-0.1	0.6	0.4	-0.1	0.3	2.4	0.1		0.99	0.4	0.1	0.5	-0.3
ENSG00000009950	MLXIPL	1.0	-0.1	1.0		0.99	0.4	0.4	-0.4	0.7	-0.1		0.99	1.9		0.5		-0.3	0.99	0.99
ENSG00000009954	BAZ1B	0.5		0.9		-0.6	0.4	0.99	0.7	0.3	-0.7	0.7	1.1	-0.9			0.99	0.1	0.7	-0.4
ENSG00000010017	RANBP9	0.9	-0.1	-0.4		-0.2	1.0	0.9	0.3	0.5	0.1	0.5	1.4	-0.1		-0.7	0.1	0.5	0.8	0.2
ENSG00000010030	ETV7	-0.7	-0.5	1.0		0.3	-0.3	-0.5	0.4			0.9	-1.0	0.4			0.99	0.99	1.6	1.2
ENSG00000010165	EEF1AKNMT		-0.6	0.3		0.99	0.4	0.3	0.5	-0.9	-0.1	0.6	-1.5	1.2	0.5		0.99	0.2	2.9	-0.4
ENSG00000010219	DYRK4	-0.1	-0.2	0.6		0.99	0.2	0.4	0.99	0.5	0.99	0.1	2.4	-0.9		-0.6		-0.1	1.3	0.99
ENSG00000010256	UQCRC1		-0.9	-0.8		1.2	0.3	0.99	1.0	1.0	1.4	-0.2	-1.4	-0.3		-0.4	0.1	0.2	2.2	-0.4
ENSG00000010270	STARD3NL	-0.2	-0.2			-0.6	0.99	0.99	0.99	-0.5	-0.3		1.4	-0.4		0.99	0.2	-0.1	1.4	-0.3
ENSG00000010278	CD9	-1.4	-0.4	-2.0		0.7	-3.1	-2.3	-0.9	0.4	0.4	-2.1	0.5	0.2		0.6	0.99	-0.3	3.7	-0.2
ENSG00000010282	HHATL	2.3				0.1	0.99	0.3	0.99			0.2	-0.6			0.5		0.99	0.99	0.99
ENSG00000010292	NCAPD2	1.0	-0.6	-0.6	-0.3	3.0	1.7	2.0	3.0	0.6	-0.1	1.1	-2.2	-0.9		-1.0	0.2	0.2	3.0	-1.0
ENSG00000010295	IFFO1	1.0		0.6		0.99	1.4	1.4	0.3	-0.7	1.5	-1.2	-0.6	-0.1		-0.7	-0.8	-0.2	-1.2	-0.8
ENSG00000010310	GIPR	-0.3		0.8		-0.4	-1.0	-0.7	-0.2	-1.1	-0.7	0.7	0.99	0.2	0.7	0.9	-0.8	-0.5	2.1	
ENSG00000010318	PHF7			0.5		0.99	0.2	0.99	0.2	-0.3	0.6	0.2	-0.8	1.3		-0.1	-0.1		1.2	0.99
ENSG00000010319	SEMA3G	0.2		0.3		0.3	0.1	0.99	0.99	-1.5	-1.1	-2.9	-0.9	0.99				-0.4	-2.5	0.4
ENSG00000010322	NISCH	1.1		1.0		0.99	-0.2	-0.5	-0.6	0.99	-0.5	-0.8	0.99	0.3		-0.9	-0.8	-0.3	-0.5	-0.2
ENSG00000010327	STAB1	-0.9		0.6		0.99	0.1	-0.1	0.99	-2.0	-2.0	-1.5	-0.9	0.99		-1.4		-0.8	-0.5	0.3
ENSG00000010361	FUZ	-0.8		0.6	0.99	0.3	-0.1	0.1	0.4	-1.7	-1.7	1.4	-0.4	0.2	-0.4		-0.3	-0.3	0.3	0.99
ENSG00000010379	SLC6A13	-0.3		0.5		-0.3	0.99	0.99	0.1	3.6	2.1	-0.2	-0.8	-0.9		1.2	0.99		-0.6	0.1
ENSG00000010438	PRSS3	-0.8	-0.8	0.6		0.99	0.7	2.3	-0.2	1.2	-0.1	1.1	-1.0	0.2		0.99			0.6	0.99
ENSG00000010539	ZNF200	0.7	-0.3	-0.9	-1.3	-1.7	-0.5	-0.5	0.99	-2.6	1.2	1.0	1.6	-0.3	-0.2	-1.3	0.1		0.8	0.99
ENSG00000010610	CD4	-0.7		0.4		0.99	0.99	0.1	-0.1	-3.1	-3.4	-1.2	-0.9			-0.5	0.99	-0.2	0.3	-0.3
ENSG00000010626	LRRC23	-0.5	-0.7	-0.1		0.5	-0.5	-0.7	0.2	0.5	0.3	-0.4	-0.9	-0.3		0.6	0.4	-0.2	1.3	0.99
ENSG00000010671	BTK	-0.8		1.0		-0.1	-0.2	0.1	-0.4	0.8	1.9	-1.1	-0.5	0.99	0.99	-0.3	0.99	0.1	2.7	-0.4
ENSG00000010704	HFE	-1.4		-0.3		1.1	-0.8	-1.0	0.7	0.3	-0.6	0.3	-1.5	0.99		1.0	0.8	0.2	0.3	0.3
ENSG00000010810	FYN	-1.0	0.3	0.2		4.0	0.6	0.7	0.6	0.99	-0.6	-0.2	1.5	-1.1		-4.2	0.99	-0.1	-0.5	0.99
ENSG00000010818	HIVEP2	0.4	0.2	0.8		-0.8	0.6	0.99	-1.0	0.7	-0.4	-0.9	2.8	-0.3		-1.2	0.1	0.2	-2.2	1.7
ENSG00000011007	ELOA	0.3	0.1	1.0	-0.2	-0.5	0.99	0.99	0.5	1.2	0.1	0.1	0.99	0.6	0.99		0.99	0.5	0.5	0.3
ENSG00000011009	LYPLA2			0.9		0.99	-0.6	-0.7	0.99	0.9	0.9	0.2	-0.6	1.1	-0.4	-0.1	-0.1	0.2	0.9	-0.3
ENSG00000011021	CLCN6	0.4		0.7		-0.8	-0.4	-0.4	-0.8	1.8	0.6	0.1	1.7	0.3	0.99	0.99	-0.7	-0.5	0.8	0.99
ENSG00000011028	MRC2	-0.6	-0.4	0.8		0.3	-1.2	-1.3	-0.2	1.2	0.4	-1.6	0.99	-0.2	0.7	0.99	-0.9	-0.5	3.2	0.4
ENSG00000011083	SLC6A7	-0.6		0.4		0.3	0.5	0.4	0.4	-2.8	-0.8	1.7	-0.6			0.6				
ENSG00000011105	TSPAN9	0.7		0.5		-0.2	0.5	0.9	0.5	0.8	-0.2	-1.1	-0.6	0.8			0.99	-0.3	0.6	0.99
ENSG00000011114	BTBD7	1.3	0.7	0.1		-0.6	-0.3	0.99	0.99	-0.4	-1.5	0.1	4.0	-0.7		0.99	0.1	0.2	-1.3	0.99
ENSG00000011132	APBA3	0.7	-0.4	1.4		-0.8	0.3	-0.3	-0.9	-1.0	0.9	0.6	0.7	-0.8	-0.5	-0.7	-0.7	0.1	0.2	0.3
ENSG00000011143	MKS1	0.6		1.1		0.2	-0.2	0.99	0.99	-0.3	0.1	1.0	0.99	-0.1	-0.9	0.5	-0.4	-0.3	0.2	-0.4
ENSG00000011198	ABHD5	0.4	-0.6	-0.9		0.3	0.7	0.7	0.99	0.5	-0.1	-1.4	0.99	-0.1		-0.1	0.2	0.4	0.4	0.99
ENSG00000011201	ANOS1	-0.3		0.7		0.99	-1.8	-0.6	-0.3	1.5	0.7	-1.6	0.99	0.5	0.4	0.9	0.4	-0.3		0.99
ENSG00000011258	MBTD1	1.8	0.6	-0.2		-1.2	-0.8	-0.7	-0.4	-0.9	-0.9	0.7	4.0	-0.2	1.3	-0.7	0.2	0.1	-2.8	-0.2
ENSG00000011260	UTP18	0.3	-0.1	-1.2		-0.4	0.99	0.99	0.4	0.99	0.1	0.7	0.8	0.8	0.3	-0.5	0.99	0.2	0.9	-1.2
ENSG00000011295	TTC19		0.3	-1.0		-0.3	-0.5	-0.7	0.99	-0.2	-0.2	-0.1	1.3	0.3	-0.4	-0.8	0.3	-0.3	0.99	-0.8
ENSG00000011304	PTBP1	0.6	-0.7	0.99		0.3	1.0	0.8	1.4	1.1	0.6	0.5	-0.8	0.2	-0.4	0.1	-0.3	0.1	1.1	-0.5
ENSG00000011332	DPF1	-0.6		0.8		0.3	0.6	0.7	0.4	-1.0	-1.2	1.0	-1.3	1.4	-0.7		-0.3		2.2	
ENSG00000011347	SYT7	-0.7	-0.5			-0.5	0.4	0.5	0.6	0.6	-0.3	2.0	-0.4	-1.6	0.4	0.3	-0.9	-0.3	0.99	
ENSG00000011376	LARS2	0.5	-0.8	0.4		0.7	0.6	0.3	1.5	-0.3	-0.4	-0.4	-1.1	0.3		0.4	0.99	-0.2	1.5	0.99
ENSG00000011405	PIK3C2A		0.5	-1.4	-0.3	-0.6	-0.5	-0.5	-0.3	0.3	-0.5	-0.5	5.1	-0.1	1.0	0.99	0.99	0.99	-3.1	0.3
ENSG00000011422	PLAUR	-1.4	-1.3	0.3	0.99	-0.9	1.5	1.8	-1.9	-0.1	0.1	-0.4	-0.5	-0.8	0.99	0.8	-0.3		3.5	0.99
ENSG00000011426	ANLN	-0.3	-0.8			4.3	1.0	1.1	5.7	0.6	0.1	1.2	0.8	0.1		-2.0	0.3	0.3	6.7	-0.8
ENSG00000011451	WIZ	-0.8	-0.8	1.0		-0.4	1.2	1.1	1.2	0.5	0.7	0.2	-0.7	-0.3	0.99		-0.8	0.2	-0.8	-0.6
ENSG00000011454	RABGAP1	1.3	0.4	0.8		-0.7	-0.6	-0.7	0.99	0.3	-0.4	-0.1	1.7	-0.8		-0.5	0.1	0.2	0.99	-0.1
ENSG00000011465	DCN	-0.9		0.2		-0.1	-1.5	-1.2	0.1	1.8	0.99	-2.0	-0.3			0.99			0.99	-1.0
ENSG00000011478	QPCTL			0.4		0.99	-0.2	0.1	-0.5	0.99	0.1	0.9	0.99	-0.1	0.6	0.5	-1.0	-0.4	2.1	-0.3
ENSG00000011485	PPP5C		-0.7	-0.4	-1.1	0.8	0.6	0.5	1.5	0.3	0.1	0.5	-1.6	0.9	-0.7	0.8	-0.5	0.2	0.8	-1.1
ENSG00000011523	CEP68	-0.4	1.0	-0.3	-1.1	-1.2	-0.3	-0.3	0.5	0.5	-1.2	-0.4	-1.9	-0.4	0.1	0.99	0.99	0.2	-0.9	-0.9
ENSG00000011566	MAP4K3	1.7	-0.1	-2.1	-0.7	-0.7	-0.2	0.99	-0.2	-0.2	-1.2	-0.3	3.2	-0.4	0.99	-0.5	0.99	0.1	-2.7	0.4
ENSG00000011590	ZBTB32	-0.6	-0.9	0.7		0.2	0.3	0.4	0.4	-4.8	-2.7	0.5	-0.9	0.1	0.99			-0.3	5.3	0.3
ENSG00000011600	TYROBP	-0.8	-0.5	0.5		0.99	0.2	0.1	0.4			-1.5	0.99		0.99	0.99			-2.6	0.5
ENSG00000011638	TMEM159	-0.5	0.5	0.8	-0.9	-0.9	-0.7	-0.6	-0.9	-0.2	-0.6	-0.2	-0.6	-1.0	0.99	1.9	0.3	-0.3	1.8	0.4
ENSG00000011677	GABRA3	-0.3		0.9		0.99	0.99	0.99	-0.1	1.2	0.3	0.4	-0.6		0.2		0.3			0.5
ENSG00000012048	BRCA1	-0.4	-0.1	0.99		2.1	1.2	1.1	3.1	-0.2	-0.9	1.4	1.5	0.8	-0.7	-0.7	-0.1	0.2	3.7	-0.4
ENSG00000012061	ERCC1	0.2	-0.9	0.2		0.3	0.5	0.8	-0.5	-0.1	1.6	-0.4	-1.1	0.99	0.8	0.99	-0.5	0.1	-0.2	-0.5
ENSG00000012124	CD22			1.3	0.5	-1.1	0.99	0.99	-0.3	0.99	0.6		-0.8	0.99	-0.1	0.99		-0.2	6.8	0.2
ENSG00000012171	SEMA3B		-0.3	0.6		-0.7	-1.5	-1.6	-1.0	0.4	0.1	-1.8	3.0	0.1		0.2	-0.3	0.2	2.1	-0.3
ENSG00000012211	PRICKLE3		-0.9	0.3		0.99	0.1	0.99	1.5	-0.6	-0.1	-0.1	-1.0	1.0	0.99	0.7	0.99	-0.3	2.1	-0.7
ENSG00000012223	LTF			0.4		0.2	-1.7	-1.5	-0.1				-1.1			0.4				0.99
ENSG00000012232	EXTL3	0.2		0.8		0.99	-0.5	-0.3	-0.3	-0.2	-1.0	0.8	-0.8	0.2	0.99	0.6	-0.3	-0.3	0.3	-0.3
ENSG00000012504	NR1H4	0.5	0.9	0.7		-0.3	-5.3	-5.2	-0.3	0.99	2.1	0.2	-0.5			0.99				0.4
ENSG00000012660	ELOVL5		-0.4	-0.8		0.3	-0.6	-0.7	0.6	0.7	-0.2		2.1	-0.1		0.8	0.3	-0.1	1.3	0.99
ENSG00000012779	ALOX5	-0.6	-0.2	0.4	0.99	0.99	-0.2	0.99	0.99	-1.2	-2.1	-1.9	-0.4	0.99		1.9		-0.1	-1.3	0.6
ENSG00000012817	KDM5D	0.2	0.2	0.6		0.99	0.6	0.1	-1.3			-1.0	-0.9		0.1	0.3	-0.3	-0.3	-1.5	0.99
ENSG00000012822	CALCOCO1		0.1	0.8		-0.8	-0.4	-0.6	-0.2	0.99	-0.5	-0.7	0.99	-0.7		0.9	-0.8	0.99	-1.0	0.99
ENSG00000012963	UBR7	1.0	-0.2	-1.0		1.5	1.0	1.2	1.5	0.6	0.99	1.5	1.1	0.7		0.99	0.1	0.2	1.9	-0.9
ENSG00000012983	MAP4K5		0.1	-1.2	-0.4	0.4	0.6	1.0	0.99	0.1	-0.4		4.1	-0.2		0.5	-0.3	0.1	-2.8	-0.3
ENSG00000013016	EHD3	-0.3		0.8		0.99	0.3	0.7	1.0			-1.3	-0.6	0.5	-0.5	1.0	-0.4		-1.0	0.2
ENSG00000013275	PSMC4	0.5	-1.3	-0.7		0.99	0.6	0.6	1.3	0.7	1.3	-0.1	0.99	0.8	-1.5	0.99	-0.4	0.2	1.5	0.99
ENSG00000013288	MAN2B2	-0.9	-0.9	-0.3		-0.5	-0.9	-1.0	-0.2	0.6	0.99	-0.4	0.99	0.99		0.99	0.99	-0.3	-1.0	0.99
ENSG00000013293	SLC7A14					0.99	0.99	0.99	-0.1	6.0	4.2	1.5	0.99							0.99
ENSG00000013297	CLDN11			0.6		0.99	-0.3	-0.4	0.99	3.2	1.6	0.7	-1.1	0.99		0.5	0.1		0.99	
ENSG00000013306	SLC25A39	-0.5	-0.4			0.4	-0.1	-0.4	1.1	0.6	0.9	0.5	-1.4	0.3	-0.6	1.4	-0.1	-0.1	0.5	-0.5
ENSG00000013364	MVP	-0.5	-0.8	0.2		0.3	1.0	0.8	0.1	0.4	-0.1	-1.4	-1.4	0.8	0.99	1.2	0.1	0.1	0.6	0.4
ENSG00000013374	NUB1	0.5	0.2			0.99	-0.7	-1.0	-0.5	0.2	-0.3		1.3	-0.4		-1.2	-0.1	0.1	0.1	1.7
ENSG00000013375	PGM3	0.8	0.6	-2.0	-0.4	-0.5	0.6	0.7	-0.4	0.2	-0.1		3.1	-0.3		0.1	0.2	0.99	-1.6	1.0
ENSG00000013392	RWDD2A	0.8		-0.3	-1.0	-1.0	-0.8	-0.8	-1.4	-0.8	-0.5	-0.2	1.7	-1.5			-0.1		-0.7	0.6
ENSG00000013441	CLK1	2.9	0.7	-1.4		-1.7	-0.7	-1.1	-3.0	0.2	1.1	-0.1	4.4	-1.8	1.5	-0.6	-0.6	0.99	-1.9	1.2
ENSG00000013503	POLR3B			0.9		-0.3	0.99	0.3	0.8	-0.8	-0.9	0.3	1.0	1.0		-0.4	0.99	0.3	-0.7	-0.8
ENSG00000013523	ANGEL1	-0.4		0.3		-0.1	0.99	0.1	0.7	-0.4	-0.8	-0.4	-1.2	0.4		0.5	0.1	-0.4	-0.4	-0.7
ENSG00000013563	DNASE1L1	-1.0	-0.7	0.99		0.99	-0.8	-0.9	0.6	0.2	1.0		0.99	0.2	0.99	0.9	0.4	-0.1	-0.7	-0.4
ENSG00000013573	DDX11	1.2	-0.7	0.8		1.1	1.1	1.0	0.7	-1.0	-0.9	1.5	-0.6	0.4			-1.2	-0.2	0.6	-0.4
ENSG00000013583	HEBP1	-0.7	-0.5	-1.0		0.3	0.1	0.99	0.5	0.7	0.3	-0.7	-1.3	0.8		0.99	0.4	0.1	1.1	0.4
ENSG00000013588	GPRC5A	-0.2	-0.8	0.2		-0.3	-2.4	-2.3	0.99	1.0	0.2	-3.2	-0.9	-1.0		0.5	-0.8		3.3	0.99
ENSG00000013619	MAMLD1	-0.2	-0.2	-0.1		0.99	2.3	2.3	0.99	0.5	-0.4	-1.2	-0.9	2.0	0.99	-0.4	-0.1	0.99	1.4	0.6
ENSG00000013725	CD6	-0.5		0.9		0.99	0.2	0.3	0.2			-0.5	-0.8		0.99	-1.3		-0.1	-0.5	0.1
ENSG00000013810	TACC3		-1.3	-0.5		2.3	1.7	1.6	3.4	0.5	0.5	2.0	-2.2	-0.8		-1.2	0.99	0.2	1.8	-1.6
ENSG00000014123	UFL1	0.5	0.9	-1.5		-1.3	0.2	0.3	0.99	0.3	0.1	0.1	4.4	-1.6		0.1	0.2	0.1	-2.1	0.6
